18219 19610
6535 16627 44.81
6535 18482 35.73
6535 19053 39.26
6536 432 -48.05
6536 3815 -21.58
6536 7485 22.38
6536 7642 8.53
6536 16571 -0.54
6536 17031 17.65
6536 17305 6.98
6537 4060 -33.80
6537 5020 -10.51
6537 5631 -43.15
6537 9466 -15.21
6537 17921 -5.46
6537 19225 -2.33
6538 1511 22.68
6538 1644 -21.62
6538 10182 6.19
6538 11485 41.41
6538 13462 7.52
6538 14369 37.31
6538 17955 -28.71
6538 18587 -14.85
6539 251 7.86
6539 3654 18.21
6539 5436 12.87
6539 6053 17.98
6539 8547 -14.20
6539 11879 -3.62
6539 12982 45.88
6539 14436 -47.23
6539 15452 26.74
6540 415 -10.23
6540 3767 36.93
6540 8236 23.83
6540 9632 -2.91
6540 9667 -45.19
6540 10242 26.54
6540 13477 -49.13
6540 17902 31.24
6540 19464 21.25
6541 2629 48.70
6541 4774 -48.58
6541 6242 -3.84
6541 11493 36.56
6541 13972 39.48
6542 409 48.65
6542 8756 -12.37
6542 9818 -32.77
6542 11196 2.59
6542 11267 44.02
6542 12364 12.53
6542 14351 -2.46
6542 15593 -12.60
6542 18134 8.62
6542 18654 46.88
6543 1632 -21.37
6543 1829 29.55
6543 5703 30.16
6543 6729 -44.59
6543 6788 21.17
6543 8358 -12.45
6543 10725 19.08
6543 14414 -39.15
6544 361 -16.75
6544 568 -14.85
6544 2402 -21.42
6544 3491 -16.25
6544 4521 11.02
6544 4951 29.27
6544 8204 -10.83
6544 8353 23.05
6544 17042 7.32
6544 19101 -38.29
6545 3137 42.71
6545 4682 21.02
6545 5827 7.30
6545 10064 -40.38
6545 12464 -13.31
6545 13925 27.99
6545 15627 -26.10
6546 986 47.55
6546 1178 31.94
6546 3625 42.93
6546 3754 -34.76
6546 3791 42.23
6546 6190 -11.36
6546 6241 28.62
6546 7254 -34.68
6546 8070 -12.90
6546 8626 -49.91
6546 9794 19.69
6546 11775 0.08
6546 12852 27.56
6546 13792 -27.24
6546 13964 12.06
6546 16811 37.89
6547 141 0.62
6547 3121 16.99
6547 4654 20.72
6547 9513 20.65
6547 16837 9.17
6547 18474 11.15
6548 565 -23.08
6548 605 5.61
6548 2144 -10.57
6548 3322 9.36
6548 5171 40.97
6548 6475 -47.54
6548 6631 -47.44
6548 6957 4.98
6548 11586 6.97
6548 11907 -34.01
6548 12479 0.59
6548 15179 31.23
6548 18526 44.48
6549 57 -34.35
6549 7586 -36.22
6549 7865 21.76
6549 8091 -19.11
6549 11495 48.90
6549 12305 -3.35
6549 14727 -49.02
6549 17596 28.51
6549 17704 37.29
6550 2656 4.43
6550 6185 -2.15
6550 7324 -23.50
6550 7879 -13.75
6550 12320 46.95
6550 14748 44.88
6550 15824 -11.50
6550 16807 35.14
6550 17631 35.61
6551 784 -33.91
6551 890 44.01
6551 2588 -42.35
6551 3001 6.54
6551 5281 14.94
6551 7518 -31.21
6551 8256 24.88
6551 14523 28.00
6551 19133 45.93
6552 3183 -15.82
6552 3518 -24.28
6552 3865 25.39
6552 6826 12.85
6552 8331 -32.46
6552 9240 -24.18
6552 16551 -24.21
6553 826 8.84
6553 1909 -18.29
6553 1990 12.40
6553 5968 38.07
6553 9958 -32.88
6553 11080 23.66
6553 18483 29.60
6554 1992 10.84
6554 3432 1.84
6554 4869 -29.40
6554 6417 23.49
6554 11797 -4.87
6554 12059 -20.23
6554 12686 48.35
6554 15754 -12.41
6554 16499 20.05
6554 17368 -25.37
6554 18080 -41.96
6554 18904 41.92
6554 19031 -34.50
6555 2516 3.96
6555 7298 36.41
6555 9870 -22.31
6555 12719 2.37
6555 13498 33.46
6555 17578 -26.92
6555 18058 31.16
6556 489 -37.57
6556 1861 30.29
6556 3704 -39.15
6556 9132 40.78
6556 12212 -36.08
6556 12406 17.94
6556 15789 27.91
6556 16475 -5.77
6556 17851 -4.51
6557 529 2.04
6557 1020 -46.16
6557 1123 -49.96
6557 5746 13.73
6557 6417 -18.16
6557 7557 -47.56
6557 9252 34.15
6557 9592 -38.05
6557 12074 22.69
6557 16362 -9.55
6557 16711 -49.47
6557 19358 -41.77
6558 3465 20.82
6558 7141 -40.85
6558 11249 -37.31
6558 11303 20.75
6558 11571 -46.70
6558 11692 18.39
6558 12282 -6.87
6558 15483 -5.39
6558 16353 42.79
6558 16425 -38.56
6558 17141 -21.47
6558 17298 7.49
6558 18513 31.37
6559 1939 -10.31
6559 12359 -31.88
6559 15362 17.66
6559 16097 31.08
6560 1278 -35.28
6560 3055 16.04
6560 8238 -4.73
6560 8573 18.28
6560 8608 31.81
6560 14266 -43.87
6560 14878 41.26
6560 16080 -15.70
6560 16216 17.52
6560 19343 45.64
6561 2530 -29.82
6561 4475 5.88
6561 7369 -39.11
6561 9506 -5.29
6561 18435 -42.42
6562 2132 4.79
6562 2144 -30.98
6562 3863 3.38
6562 4334 21.90
6562 5682 37.55
6562 9132 -44.59
6562 11380 -9.46
6562 13423 15.53
6562 14115 1.27
6562 14118 25.53
6562 15062 -0.84
6562 16115 -2.87
6563 6728 -33.99
6563 9790 -7.42
6563 11152 7.03
6563 12549 -34.52
6563 17239 -43.68
6563 19530 -48.96
6564 5246 -48.89
6564 7845 -3.14
6564 8559 15.41
6564 11589 13.05
6564 12068 -25.76
6564 12185 34.46
6564 14332 -14.09
6564 15283 -4.55
6564 17026 38.09
6564 18147 33.34
6564 18350 24.13
6565 1473 -27.39
6565 4046 13.20
6565 4558 16.54
6565 7887 24.90
6565 8351 13.41
6565 9126 17.61
6565 14674 -17.44
6565 18731 23.32
6566 501 -13.87
6566 714 -9.72
6566 3031 -9.93
6566 4969 32.66
6566 5171 13.44
6566 7217 -39.14
6566 8035 11.39
6566 11801 8.80
6566 14897 -41.81
6566 14916 40.95
6566 15843 49.78
6566 18143 40.07
6567 1247 26.14
6567 2472 -17.15
6567 4337 37.58
6567 8064 -45.12
6567 17021 29.49
6568 565 -9.09
6568 4130 -40.79
6568 7970 23.14
6568 11244 7.31
6568 13782 -47.48
6568 13953 0.89
6568 16525 10.52
6568 16889 15.00
6568 17907 -21.19
6569 118 44.22
6569 1069 -50.00
6569 1846 35.82
6569 6074 -44.45
6569 6153 35.19
6569 7151 47.18
6569 10449 28.68
6569 11693 41.64
6569 12010 6.16
6569 12031 20.80
6569 12751 47.57
6569 13988 -7.60
6569 14198 -6.86
6570 1447 -11.72
6570 1603 29.33
6570 4899 -41.34
6570 5043 16.57
6570 12709 -25.79
6570 18058 -34.87
6570 19283 -8.91
6571 3256 -34.40
6571 6274 38.38
6571 13389 44.75
6571 13425 -6.40
6571 16972 -48.51
6571 18795 32.61
6571 18891 -36.09
6572 938 -32.14
6572 2364 25.11
6572 2495 -20.29
6572 4196 8.50
6572 4224 -44.96
6572 4319 10.26
6572 6512 -8.58
6572 8119 -26.52
6572 8864 -9.76
6572 13418 -49.85
6572 14771 -10.72
6572 16195 -31.21
6572 18466 -39.13
6572 19111 17.52
6573 3276 4.75
6573 3710 -11.19
6573 4540 20.16
6573 4567 -7.32
6573 8842 46.12
6573 10037 -25.35
6573 12621 -12.35
6573 15856 4.88
6573 18255 -1.79
6573 19099 -14.19
6574 2035 32.90
6574 3438 -17.02
6574 4778 37.39
6574 5335 31.75
6574 6119 27.96
6574 8905 -24.80
6574 9648 45.64
6574 12916 43.57
6574 14765 -43.97
6574 14851 -12.55
6574 14934 -45.92
6574 19522 -3.73
6575 929 -15.89
6575 2491 -5.79
6575 6054 25.06
6575 6732 14.22
6575 7250 -29.53
6575 7779 45.32
6575 11004 33.38
6575 11589 45.74
6575 13206 -41.31
6575 17189 -12.41
6576 1539 24.38
6576 3088 -23.51
6576 5520 40.71
6576 12255 -12.73
6576 12326 -40.69
6576 14899 42.76
6576 18493 -28.88
6576 19186 2.20
6577 659 -41.66
6577 5247 -40.63
6577 8252 3.79
6577 8696 -18.87
6578 3099 23.37
6578 7862 -24.99
6578 9350 -4.05
6578 10536 46.24
6578 11624 9.88
6578 11675 25.43
6578 11951 -29.40
6578 13166 44.45
6578 13411 48.03
6578 17636 -43.93
6579 64 -6.95
6579 1301 -28.75
6579 3656 -2.58
6579 4641 46.69
6579 5737 -26.38
6579 11032 -32.53
6579 11901 -36.37
6579 14845 -22.93
6579 14933 -16.47
6579 15633 46.36
6579 19575 -12.31
6580 2433 -22.84
6580 4550 22.47
6580 6324 -40.17
6580 6599 -49.83
6580 7837 9.42
6580 10776 -10.62
6580 10907 35.12
6580 12147 -17.93
6580 14463 10.79
6580 15297 32.79
6580 18972 -4.03
6581 2529 43.71
6581 3145 -7.88
6581 4873 48.90
6581 6500 33.83
6581 7070 11.16
6581 7147 20.15
6581 8763 -30.81
6581 9767 -45.92
6581 11478 -37.58
6581 11491 -4.50
6581 13203 27.29
6581 16817 -21.49
6581 17821 -49.18
6582 2013 -12.30
6582 2027 3.45
6582 2183 -9.08
6582 7790 25.36
6582 15075 48.88
6582 16756 36.54
6582 17383 -30.57
6582 18027 -23.46
6583 337 42.77
6583 1772 35.97
6583 1775 -15.22
6583 9471 -41.44
6583 14112 23.39
6583 15054 -31.93
6583 17720 -14.83
6583 18182 -23.73
6583 18197 -43.20
6583 18411 6.70
6584 760 -25.27
6584 949 48.86
6584 1385 -21.91
6584 2294 19.97
6584 2784 -0.34
6584 2872 28.64
6584 8052 -27.80
6584 8136 -38.02
6584 10037 -41.75
6584 10262 -19.95
6584 13244 14.86
6584 13564 28.03
6584 15736 48.60
6584 15799 30.68
6584 16218 6.24
6584 17304 13.94
6585 972 36.60
6585 3473 -45.92
6585 3792 -29.18
6585 9885 29.90
6585 17732 -28.92
6585 18630 33.36
6586 2173 0.29
6586 6450 47.99
6586 10589 -38.87
6586 12471 -23.28
6586 15713 40.35
6586 16572 40.50
6586 17681 -7.34
6586 17801 32.46
6586 18429 44.27
6587 2526 -44.18
6587 5041 -7.20
6587 6087 -6.39
6587 7460 35.39
6587 9242 -48.37
6587 11473 33.20
6587 12989 8.85
6587 16305 46.52
6587 17318 42.14
6587 19048 -7.47
6587 19065 -11.14
6588 502 -32.26
6588 1409 11.14
6588 1450 14.00
6588 2294 -0.98
6588 3584 -1.07
6588 4033 -35.12
6588 4701 -42.81
6588 5297 -32.27
6588 6006 33.20
6588 6445 -36.50
6588 8505 23.25
6588 8564 -31.20
6588 11449 24.99
6588 14758 18.16
6588 15700 -14.66
6588 17078 -13.87
6588 18506 4.06
6588 18632 34.17
6588 18980 -30.06
6589 1415 9.35
6589 2920 -4.76
6589 5374 37.57
6589 8919 16.60
6589 9365 17.86
6589 10070 33.64
6589 12048 33.32
6589 13431 18.87
6589 15706 45.09
6590 4721 -48.41
6590 5351 -6.51
6590 5836 -15.85
6590 9261 44.54
6590 12062 26.79
6590 12504 -24.91
6590 12796 -35.03
6590 14314 25.64
6590 14972 48.00
6590 15341 38.92
6590 15588 43.46
6590 19155 -8.93
6591 5055 35.24
6591 5543 46.82
6591 7265 47.44
6591 7794 21.05
6591 9336 47.40
6591 11763 -23.28
6591 14928 19.72
6591 16046 -42.61
6591 19432 8.95
6592 1373 -36.03
6592 3663 -2.08
6592 5748 -36.92
6592 6330 22.44
6592 7092 36.68
6592 7319 46.47
6592 9123 -32.47
6592 9430 28.31
6592 12143 -24.19
6592 12369 36.43
6592 14065 -40.74
6592 16141 46.26
6592 17737 -35.99
6592 18749 14.45
6592 19007 -15.36
6593 2869 15.43
6593 4197 -43.16
6593 5294 15.39
6593 6751 -24.71
6593 15121 14.29
6593 15456 29.73
6593 16539 12.89
6593 17923 -10.09
6594 311 -20.45
6594 1216 24.59
6594 2044 19.27
6594 2182 -12.73
6594 5319 -7.86
6594 6335 29.83
6594 8671 -8.46
6594 8938 34.33
6594 9608 11.28
6594 13200 17.81
6594 15338 -39.33
6594 18033 46.23
6594 18129 30.70
6595 606 18.55
6595 877 33.56
6595 1020 -32.02
6595 4956 34.10
6595 5646 -34.44
6595 8257 -8.06
6595 10793 -35.15
6595 11035 -32.06
6595 13164 -20.97
6595 13372 -4.77
6595 13704 23.55
6595 14813 2.51
6595 17764 -10.20
6595 17986 27.50
6595 18564 -36.73
6596 862 0.14
6596 5234 -38.22
6596 6731 -14.05
6596 7792 18.12
6596 9222 1.90
6596 9510 34.04
6596 13282 32.02
6596 13364 32.36
6596 15492 -19.90
6596 16195 -38.52
6596 16395 -9.05
6596 17186 27.11
6596 18283 15.39
6597 2281 19.76
6597 3814 -37.03
6597 4210 -34.86
6597 5457 -35.73
6597 5944 44.00
6597 8426 -5.26
6597 11618 -36.16
6597 13209 13.82
6597 14009 -4.26
6597 15664 27.12
6597 15963 7.83
6597 17918 -43.56
6598 663 3.34
6598 1091 -14.99
6598 2362 8.24
6598 5797 17.29
6598 5798 15.32
6598 6019 -16.72
6598 6823 31.49
6598 7109 -47.03
6598 9055 32.68
6598 10770 -29.44
6598 14578 -23.25
6598 16992 -14.27
6599 3582 -47.40
6599 4554 22.26
6599 6325 -6.72
6599 7478 0.89
6599 7979 -6.01
6599 10540 8.08
6599 10646 37.22
6599 11099 -12.53
6599 14055 -38.91
6599 18180 -34.66
6600 1615 9.06
6600 1715 48.97
6600 1885 11.52
6600 3695 31.30
6600 5227 -34.28
6600 5248 35.20
6600 6524 30.69
6600 6984 -30.61
6600 7322 23.17
6600 11159 29.29
6600 11678 29.18
6600 12246 41.31
6600 12915 45.09
6600 18037 29.59
6600 18676 -12.37
6601 1756 -31.61
6601 1915 12.23
6601 4755 43.20
6601 6275 8.96
6601 6639 48.58
6601 9029 -40.88
6601 15833 -27.83
6601 16795 -34.49
6602 75 15.92
6602 1515 38.69
6602 1669 46.19
6602 7855 -15.11
6602 9870 15.58
6602 15471 -37.18
6602 16052 1.96
6602 16464 -19.36
6602 18276 48.35
6602 19121 -13.88
6603 2371 0.85
6603 3685 -22.62
6603 5917 -44.31
6603 8579 -34.04
6603 8653 -2.12
6603 10619 40.18
6603 10764 -13.04
6603 11282 -36.90
6603 12932 -1.49
6603 15353 -38.28
6603 15848 -10.77
6603 15894 -6.73
6603 18986 35.43
6604 425 15.33
6604 608 23.99
6604 3119 -19.22
6604 6021 2.66
6604 8332 -40.07
6604 10972 10.37
6604 11199 47.37
6604 11355 48.57
6604 11695 -41.33
6604 12697 0.07
6604 14316 27.59
6604 15612 -24.65
6604 15664 29.16
6604 19122 25.80
6604 19158 10.01
6605 84 -24.01
6605 863 -30.90
6605 5315 -22.18
6605 8891 -20.33
6605 10435 -7.47
6605 11006 27.40
6605 18844 -48.81
6606 1491 -28.48
6606 2332 -7.94
6606 8087 -35.62
6606 11797 29.72
6606 15022 2.50
6606 17524 -27.49
6606 17718 43.15
6606 18098 -48.28
6607 1190 19.57
6607 3167 -22.96
6607 4660 -12.37
6607 5100 31.58
6607 6103 -3.06
6607 8867 14.32
6607 9250 35.89
6607 9552 39.75
6607 11039 -45.37
6607 14069 -14.79
6607 14732 6.54
6607 17124 -24.16
6608 880 31.99
6608 1709 39.11
6608 3747 -28.95
6608 9972 -29.03
6608 12131 -38.00
6608 18508 -41.01
6608 19302 -40.99
6609 5474 -29.00
6609 7470 19.67
6609 8941 -39.30
6609 16143 -16.27
6609 18001 -8.26
6609 18282 5.73
6609 19048 48.33
6610 1285 -22.71
6610 1747 45.91
6610 2492 46.99
6610 7635 1.84
6610 9608 22.70
6610 11278 10.41
6610 14845 -40.32
6610 16994 40.45
6610 18968 -14.61
6611 235 -3.77
6611 2273 21.04
6611 3493 28.83
6611 11065 -29.73
6611 13086 34.21
6611 16421 45.71
6612 2391 44.35
6612 3898 44.48
6612 6548 35.63
6612 7737 -16.77
6612 8305 -42.86
6612 9450 -36.27
6612 12975 24.20
6612 13312 42.49
6612 15165 26.13
6612 15652 -10.70
6613 4762 -20.67
6613 5055 -47.78
6613 5072 -2.34
6613 6020 -7.51
6613 6189 13.19
6613 9568 14.47
6613 9839 10.58
6613 9877 9.34
6613 12308 12.02
6613 14473 20.58
6613 15046 34.92
6613 16158 -28.35
6613 19336 -42.81
6614 853 23.27
6614 3250 -47.97
6614 3642 -42.91
6614 4585 -6.69
6614 6488 8.33
6614 9707 -4.13
6614 14820 33.86
6614 16709 -9.39
6614 17665 20.86
6614 18616 11.38
6614 19185 38.63
6615 614 5.94
6615 2801 -7.23
6615 3048 -45.36
6615 7240 -17.97
6615 10511 19.87
6615 11772 -47.06
6615 14388 27.41
6615 14501 -34.02
6615 17440 -9.81
6615 19325 34.67
6616 3970 24.09
6616 6993 -2.73
6616 8326 -26.17
6616 9592 1.30
6616 11091 29.69
6616 11167 -43.43
6616 17558 27.24
6617 1525 -6.09
6617 1803 -27.13
6617 6293 19.05
6617 8287 -27.09
6617 9350 -47.18
6617 13564 -11.22
6617 16999 -47.03
6617 19306 11.97
6618 198 23.90
6618 747 -32.26
6618 2488 -10.35
6618 7124 -47.73
6618 7550 42.16
6618 9026 15.66
6618 11904 26.79
6618 15233 41.18
6618 16953 -19.10
6619 2261 39.77
6619 2387 32.68
6619 3251 -25.46
6619 4227 -12.86
6619 5282 -15.19
6619 13836 -16.83
6619 14036 -28.73
6620 1158 22.59
6620 8382 47.21
6620 9973 5.07
6620 10253 -0.27
6620 10931 35.42
6620 16946 -45.48
6621 3853 -21.79
6621 5338 -49.57
6621 9109 -35.67
6621 9310 15.01
6621 15645 37.93
6621 16302 44.27
6621 17001 -39.52
6622 2712 28.88
6622 3617 -6.46
6622 4808 27.49
6622 7274 24.32
6622 7806 5.81
6622 8172 -1.82
6622 8879 -38.98
6622 10076 -6.26
6622 14909 14.66
6622 15012 4.22
6622 15692 -20.91
6622 15804 -27.46
6623 805 13.47
6623 5917 17.61
6623 8767 -6.27
6623 9134 19.87
6623 9425 8.55
6623 10053 31.17
6623 10818 35.72
6623 13443 49.96
6623 13797 -45.09
6623 14630 -27.05
6623 18509 -42.10
6624 55 15.53
6624 540 -38.88
6624 1803 -35.36
6624 3530 -44.94
6624 6994 3.81
6624 8158 45.02
6624 11410 22.71
6624 11927 -27.73
6624 13748 -26.28
6624 17365 18.42
6625 175 -44.25
6625 204 -18.42
6625 2800 32.16
6625 3761 -30.63
6625 4979 -13.11
6625 6174 10.75
6625 13634 33.46
6625 14316 0.89
6625 15164 -3.57
6625 15376 -45.94
6625 16963 11.24
6625 17382 -16.88
6625 18007 -45.11
6626 346 23.41
6626 980 -8.34
6626 2917 41.02
6626 3637 39.51
6626 4335 -27.03
6626 5236 35.93
6626 8781 2.94
6626 9102 -48.87
6626 11782 -44.58
6626 15325 -42.43
6626 15490 20.64
6626 16421 -25.23
6626 16451 10.29
6626 16640 33.50
6627 2206 -7.58
6627 6505 2.95
6627 7275 -43.34
6627 8629 12.01
6627 14016 30.28
6627 15347 -10.04
6627 16939 -22.78
6628 1990 -1.07
6628 2364 -24.99
6628 3038 15.29
6628 4636 27.84
6628 5385 41.86
6628 5528 28.51
6628 7761 3.36
6628 10305 0.62
6628 12126 -15.42
6628 19340 39.57
6628 19574 -25.11
6629 2767 38.09
6629 4581 44.50
6629 9095 -13.21
6629 9471 -16.41
6629 10099 44.49
6629 11445 -26.52
6629 15729 48.65
6630 11640 -49.91
6630 11891 -33.78
6630 12937 -4.68
6630 15093 -26.43
6630 15429 16.37
6631 2842 3.25
6631 4725 -20.77
6631 10611 42.00
6631 13036 -44.69
6631 14539 -10.79
6631 15534 49.68
6631 18431 12.01
6631 18598 -4.15
6632 156 -46.06
6632 2640 -19.57
6632 3184 35.56
6632 5000 39.86
6632 5256 -18.16
6632 5891 -44.79
6632 7836 1.29
6632 8382 19.66
6632 9378 -1.48
6632 10302 -21.14
6632 10401 29.79
6632 13532 -19.21
6632 14536 -44.15
6632 17869 0.24
6633 436 -4.55
6633 1072 43.17
6633 2082 14.89
6633 5225 3.97
6633 5854 -40.37
6633 6999 15.27
6633 7896 30.24
6633 11300 16.20
6633 11537 -9.84
6633 13744 -27.91
6633 14571 -39.69
6633 15314 32.63
6633 17477 42.98
6633 19183 9.55
6634 2465 -19.53
6634 5913 -7.17
6634 7171 -46.07
6634 10201 24.46
6634 10223 -33.46
6634 13959 14.01
6634 18148 30.60
6634 18685 -14.50
6635 52 -9.61
6635 4758 -30.60
6635 6482 -39.25
6635 7704 -41.79
6635 9130 -3.22
6635 9474 -44.45
6635 10424 -32.70
6635 13712 -5.22
6635 14141 11.70
6635 14955 -45.05
6635 16494 31.57
6636 1244 49.81
6636 2478 32.45
6636 3393 49.69
6636 4567 20.28
6636 4848 -4.05
6636 6186 -14.15
6636 15881 -8.19
6636 16632 24.87
6636 18945 43.91
6637 114 30.55
6637 337 34.36
6637 998 -15.05
6637 6419 7.12
6637 7630 1.95
6637 8515 -21.36
6637 14839 -12.45
6638 400 23.37
6638 2736 36.68
6638 3851 31.89
6638 4498 -27.69
6638 4922 -16.77
6638 6324 -4.31
6638 7733 -37.63
6638 8302 -42.37
6638 14425 -49.97
6638 15684 15.36
6638 16035 -34.74
6638 16284 7.51
6638 18804 -2.38
6639 1920 -41.07
6639 3900 -3.83
6639 4247 0.35
6639 8930 -23.73
6639 10139 -14.13
6639 10884 33.71
6639 16157 -11.03
6639 18338 13.59
6640 1133 -17.10
6640 3215 -29.26
6640 5439 -8.63
6640 7500 42.38
6640 8307 -13.12
6640 8409 14.29
6640 10288 -15.36
6640 12889 42.38
6640 18095 23.77
6641 388 35.07
6641 918 9.99
6641 6099 -32.42
6641 6563 47.69
6641 9965 43.09
6641 10691 -23.97
6641 13700 -36.87
6641 14920 35.31
6641 16219 -38.66
6641 17151 -24.51
6641 19275 25.09
6641 19384 40.22
6642 7259 -31.90
6642 7627 -40.00
6642 8073 -17.14
6642 8305 15.25
6642 12080 42.14
6642 15077 15.44
6642 15593 -14.84
6642 15986 -21.52
6642 15990 35.99
6642 16533 -25.11
6642 17466 20.74
6643 448 -29.76
6643 1387 -42.16
6643 6294 36.86
6643 13021 -38.68
6643 15951 35.13
6643 17340 -14.14
6643 17882 -25.34
6644 731 8.80
6644 1868 47.76
6644 5554 28.33
6644 6444 -36.05
6644 7559 -32.65
6644 11465 -1.93
6644 13178 -12.34
6644 15183 18.08
6644 15275 14.81
6645 27 -44.27
6645 604 20.04
6645 1442 22.59
6645 1662 40.77
6645 2428 5.78
6645 2923 -11.25
6645 6342 13.35
6645 8667 9.95
6645 10482 36.02
6645 11542 -35.74
6645 11816 -47.31
6645 12404 -25.45
6645 17950 5.36
6645 19483 47.59
6646 6007 -37.65
6646 9746 -30.21
6646 14280 30.90
6646 18784 -27.76
6647 92 47.35
6647 105 48.15
6647 250 -37.70
6647 1138 -7.74
6647 2043 46.60
6647 2197 9.89
6647 4343 -29.06
6647 8009 -15.09
6647 8759 -13.21
6647 8904 22.14
6647 14443 -30.72
6647 14648 -41.60
6647 14991 11.52
6647 18057 -49.99
6648 1430 -26.46
6648 3043 -3.80
6648 6559 -38.91
6648 8020 39.05
6648 11061 -5.76
6648 11366 -44.25
6648 14401 43.83
6648 18057 14.91
6649 888 40.71
6649 1547 34.33
6649 2066 27.00
6649 2879 -34.24
6649 3890 -31.62
6649 9679 37.70
6649 10424 -40.12
6649 13965 37.41
6649 14106 32.53
6649 15782 2.04
6649 18092 -21.07
6649 18470 -17.13
6650 1368 15.67
6650 3117 -16.24
6650 5440 -38.89
6650 5789 -24.56
6650 6303 -47.14
6650 7539 45.23
6650 11597 -26.62
6650 11603 1.90
6650 12774 -26.50
6650 15404 11.26
6650 15897 -37.42
6650 18382 27.82
6651 8292 39.36
6651 11063 -18.22
6651 11748 28.73
6651 13133 22.13
6651 13262 -29.89
6651 16470 -17.44
6651 17656 47.42
6651 17792 39.26
6652 953 17.95
6652 3564 -42.32
6652 4587 47.93
6652 7208 25.37
6652 8292 46.75
6652 10882 -49.57
6652 10929 -37.31
6652 11137 -23.20
6652 11475 -17.98
6653 2022 0.77
6653 4887 -39.72
6653 4978 17.78
6653 11729 -48.21
6653 12326 -30.07
6653 13291 -42.78
6653 13491 28.39
6653 16492 48.43
6653 17311 -49.67
6653 18880 -35.07
6654 8801 -9.09
6654 12430 -31.44
6654 12680 -6.19
6654 18738 -32.25
6655 8504 2.71
6655 9828 21.68
6655 10431 -38.70
6655 10882 14.53
6655 13033 -2.83
6655 13592 -30.17
6655 17469 23.53
6655 18517 -32.38
6656 1721 -12.40
6656 1933 31.83
6656 4006 -29.06
6656 9741 -49.14
6656 10011 45.03
6656 10255 41.94
6656 10518 12.70
6656 10983 -30.74
6656 13048 8.98
6656 17957 40.17
6657 381 -45.03
6657 2587 15.04
6657 4343 -24.92
6657 7961 -23.09
6657 8349 -47.76
6657 8957 -49.60
6657 9385 -17.95
6657 12008 -41.13
6657 13652 -13.48
6657 14073 -8.24
6657 15853 -30.85
6657 17615 9.50
6657 18732 43.92
6657 18844 -7.16
6658 3269 -30.49
6658 3430 -22.22
6658 6548 28.24
6658 6715 9.84
6658 8195 -29.03
6658 12050 44.15
6658 15116 36.18
6658 17924 18.31
6658 18730 -40.98
6658 18802 9.47
6659 909 48.66
6659 2648 -11.88
6659 4255 23.96
6659 6047 -22.67
6659 7262 5.29
6659 11163 -21.28
6659 14544 39.82
6659 16737 12.86
6659 18754 19.02
6660 275 -7.21
6660 3534 -28.64
6660 4315 -18.11
6660 7820 45.75
6660 9783 40.58
6660 9944 38.12
6660 10845 -38.17
6660 17126 -44.80
6660 18515 34.54
6661 3472 -28.80
6661 5433 39.20
6661 7350 25.94
6661 8415 -8.14
6661 8756 -6.23
6661 9070 44.74
6661 10222 -8.99
6661 14798 -47.96
6661 15743 4.65
6661 17634 -13.93
6661 19408 28.97
6662 299 -15.84
6662 1505 -8.94
6662 5875 44.38
6662 6942 -48.20
6662 16740 -15.73
6662 17111 49.69
6663 1462 43.86
6663 4005 -15.62
6663 4902 -16.81
6663 6069 20.14
6663 7700 -45.09
6663 11568 7.43
6663 12868 -18.56
6663 16612 -10.98
6663 17774 9.76
6663 19354 0.45
6664 747 -37.84
6664 753 -15.69
6664 1686 31.91
6664 2374 44.50
6664 4671 -3.67
6664 5109 3.34
6664 8407 -26.52
6664 11128 -34.22
6664 11160 -27.18
6664 14989 27.60
6664 15611 -9.68
6664 18362 39.71
6665 6589 -1.77
6665 9015 26.51
6665 9033 -4.57
6665 13114 7.34
6665 14255 5.55
6665 15530 -5.05
6665 16478 9.11
6665 17035 8.68
6666 871 7.39
6666 996 44.95
6666 1189 14.50
6666 1311 31.58
6666 3344 8.48
6666 3597 34.07
6666 6605 -13.15
6666 6744 28.05
6666 7054 -6.51
6666 11381 -37.21
6666 15591 -47.68
6666 17538 -43.28
6666 19278 -48.11
6666 19598 -21.39
6667 2578 -43.22
6667 4400 -12.59
6667 4801 -2.25
6667 5554 2.22
6667 6777 -39.79
6667 7106 -11.16
6667 8753 47.78
6667 12954 -15.17
6667 15269 -46.43
6667 15628 -44.15
6667 16608 21.46
6667 16759 -34.97
6667 19153 -34.82
6668 3174 -23.41
6668 4378 -4.70
6668 6060 -22.04
6668 6853 31.68
6668 11054 0.97
6668 14426 -4.04
6668 14463 19.64
6668 16958 47.81
6668 17642 6.48
6668 17955 2.31
6668 18116 -44.54
6668 19352 7.81
6669 2288 -45.69
6669 2321 -36.86
6669 2464 -48.49
6669 3860 -46.79
6669 4857 -19.96
6669 5684 -18.71
6669 8706 21.85
6669 8811 -47.39
6669 9813 8.55
6669 15611 7.17
6669 16524 -26.72
6669 18439 -11.13
6670 291 42.96
6670 3879 47.35
6670 4102 -46.45
6670 9216 -44.94
6670 9575 -21.58
6670 9821 -36.58
6670 14474 46.40
6670 18337 19.03
6671 2909 5.06
6671 7635 27.27
6671 11592 -24.37
6671 12188 -23.19
6671 12495 38.55
6671 18169 -26.94
6671 18710 -20.51
6672 1843 3.03
6672 2937 23.11
6672 6254 -19.25
6672 7308 -1.24
6672 12084 1.50
